step,consistency,sensitivity,fitness
0,0.380126357078552,0.128133371472359,38.9112014770508
2,0.644802451133728,0.216333761811256,45.0984230041504
4,0.831562697887421,0.278532803058624,49.4639892578125
6,0.903798043727875,0.303332477807999,51.1688766479492
8,0.936396598815918,0.315798938274384,52.0082397460938
10,0.948424637317657,0.317532241344452,52.2009963989258
12,0.950807154178619,0.319732218980789,52.3692588806152
14,0.946600019931793,0.321532219648361,52.4497261047363
16,0.952146708965302,0.323865503072739,52.6365356445312
18,0.948698043823242,0.32719886302948,52.858325958252
20,0.948227167129517,0.329598873853683,53.0204620361328
22,0.942917585372925,0.333732187747955,53.348949432373
24,0.931635916233063,0.340065568685532,53.7811813354492
26,0.924278318881989,0.350465625524521,54.507625579834
28,0.913195908069611,0.368265777826309,55.7470932006836
30,0.886574506759644,0.382332533597946,56.1257705688477
32,0.893787980079651,0.401932805776596,58.0951499938965
34,0.858509182929993,0.41599977016449,59.0185050964355
36,0.842863261699677,0.444066882133484,61.0068740844727
38,0.82228410243988,0.459133505821228,62.0893936157227
40,0.81864333152771,0.477200090885162,63.3620109558105
42,0.796877562999725,0.481400042772293,63.6507682800293
44,0.79111260175705,0.492466688156128,64.3879470825195
46,0.612917244434357,0.495133310556412,56.7653694152832
48,0.770332396030426,0.500399887561798,64.4914093017578
50,0.789779007434845,0.51066642999649,65.721923828125
52,0.773722290992737,0.504466533660889,65.2764892578125
54,0.780683219432831,0.51153302192688,65.7618179321289
56,0.775474607944489,0.51726633310318,65.6610870361328
58,0.77463161945343,0.510333061218262,65.6688537597656
60,0.781635165214539,0.516132950782776,66.0638732910156
62,0.766078412532806,0.508399724960327,65.4702529907227
64,0.77993106842041,0.516466319561005,66.1205902099609
66,0.777936041355133,0.517466306686401,66.0599517822266
68,0.772132337093353,0.511199712753296,65.7300720214844
70,0.781493067741394,0.517732977867126,66.2038879394531
72,0.769859194755554,0.510266363620758,65.7105712890625
74,0.779429316520691,0.517866194248199,66.1635360717773
76,0.77636057138443,0.51559966802597,66.0454025268555
78,0.773332953453064,0.513266324996948,65.8685607910156
80,0.772168219089508,0.510799705982208,65.7447052001953
82,0.778938770294189,0.516199588775635,66.090461730957
84,0.770075500011444,0.509933114051819,65.6647338867188
86,0.762300193309784,0.510133028030396,65.4471588134766
88,0.779792129993439,0.519666254520416,66.3295974731445
90,0.725501179695129,0.507333099842072,63.5663757324219
