Wall time,Step,Value
1587406609.946182,1969,0.0
1587406641.12056,1981,1.0
1587406642.943467,1982,1.0
1587406645.615035,1983,4.0
1587406674.648531,1997,0.0
1587406685.672963,2001,5.0
1587406693.667586,2005,0.0
1587406696.710414,2006,5.0
1587406704.098302,2009,3.0
1587406707.377454,2010,5.0
1587406715.247888,2013,0.0
1587406719.710329,2015,0.0
1587406723.985647,2017,3.0
1587406734.315972,2022,3.0
1587406741.763016,2025,5.0
1587406749.159851,2027,8.0
1587406759.353327,2030,5.0
1587406764.756639,2033,0.0
1587406771.002143,2036,4.0
1587406778.669418,2038,4.0
1587406787.16043,2041,4.0
1587406796.36595,2044,2.0
1587406800.569535,2045,7.0
1587406841.06134,2060,1.0
1587406855.176477,2067,4.0
1587406868.950391,2072,4.0
1587406870.209194,2073,0.0
1587406871.985554,2074,1.0
1587406879.271549,2076,6.0
1587406880.554846,2077,0.0
1587406886.405825,2079,2.0
1587406889.551998,2081,1.0
1587406899.564525,2084,0.0
1587406900.846998,2085,0.0
1587406913.992715,2089,1.0
1587406926.862882,2094,9.0
1587406936.466769,2096,11.0
1587406951.906088,2103,1.0
1587406955.967621,2105,0.0
1587406957.228075,2106,0.0
1587406966.543164,2109,2.0
1587406975.118108,2111,7.0
1587406989.953789,2115,5.0
1587406997.20098,2118,3.0
1587407002.232941,2120,3.0
1587407007.915833,2122,7.0
1587407009.613846,2123,1.0
1587407039.173328,2133,9.0
1587407040.508201,2134,0.0
1587407052.48005,2138,4.0
1587407059.55011,2141,3.0
1587407070.227021,2144,1.0
1587407073.088367,2145,4.0
1587407075.419218,2146,2.0
1587407080.308272,2148,4.0
1587407082.790818,2149,3.0
1587407086.40664,2151,0.0
1587407098.322287,2156,3.0
1587407101.920927,2157,6.0
1587407118.392447,2164,0.0
1587407121.44506,2165,4.0
1587407130.927296,2169,4.0
1587407135.797414,2171,6.0
1587407139.990303,2173,2.0
1587407149.761848,2177,2.0
1587407171.219083,2187,4.0
1587407175.853271,2189,0.0
1587407179.195987,2191,0.0
1587407182.526319,2192,6.0
1587407193.613885,2196,3.0
1587407197.589553,2198,0.0
1587407198.885354,2199,0.0
1587407201.770355,2200,4.0
1587407224.348988,2207,4.0
1587407234.109107,2211,2.0
1587407240.703566,2214,5.0
1587407266.161173,2225,3.0
1587407277.093609,2229,3.0
1587407280.554268,2231,1.0
1587407288.03988,2234,5.0
1587407290.65041,2236,0.0
1587407293.286889,2237,3.0
1587407298.568338,2239,3.0
1587407302.791428,2240,8.0
1587407305.820268,2241,4.0
1587407308.746729,2242,4.0
1587407318.661172,2244,6.0
1587407327.508399,2246,2.0
1587407330.634604,2247,5.0
1587407341.10693,2251,2.0
1587407342.946449,2252,1.0
1587407347.624527,2254,3.0
1587407357.756766,2257,3.0
1587407370.690212,2262,5.0
1587407403.454659,2274,6.0
1587407416.066513,2278,7.0
1587407422.663286,2281,1.0
1587407442.357571,2288,2.0
1587407450.705053,2291,2.0
1587407469.216445,2297,2.0
1587407471.569145,2298,2.0
1587407477.796152,2300,2.0
1587407489.175493,2303,5.0
1587407498.14146,2306,6.0
1587407501.165379,2307,4.0
1587407504.309209,2308,4.0
1587407532.635946,2318,6.0
1587407534.726385,2319,2.0
1587407538.974985,2320,8.0
1587407545.839002,2322,5.0
1587407560.841262,2327,3.0
1587407576.022805,2334,0.0
1587407577.863327,2335,1.0
1587407580.440199,2336,3.0
1587407584.991908,2337,8.0
1587407614.33681,2345,6.0
1587407643.060566,2354,4.0
1587407654.984503,2359,0.0
1587407681.15624,2367,4.0
1587407682.443272,2368,0.0
1587407689.926396,2371,3.0
1587407729.467168,2382,6.0
1587407738.670778,2385,8.0
1587407749.009033,2388,4.0
1587407750.29396,2389,0.0
1587407754.291321,2390,7.0
1587407759.296251,2392,2.0
1587407784.909242,2400,8.0
1587407792.151021,2402,3.0
1587407797.793739,2404,4.0
1587407805.632677,2406,6.0
1587407833.5949,2416,1.0
1587407863.555473,2424,5.0
1587407867.587075,2425,8.0
1587407889.275186,2430,7.0
1587407907.491926,2436,6.0
1587407932.707744,2444,8.0
1587407958.074913,2450,10.0
1587407961.193259,2451,5.0
1587407963.066172,2452,2.0
1587407966.777243,2453,6.0
1587407974.036669,2455,6.0
1587407991.500528,2460,3.0
1587408052.542778,2479,1.0
1587408060.498233,2481,3.0
1587408076.188044,2485,9.0
1587408078.494937,2486,2.0
1587408089.511518,2488,10.0
1587408108.142932,2493,7.0
1587408116.243099,2496,1.0
1587408121.250872,2498,2.0
1587408135.277445,2501,9.0
1587408137.929025,2502,4.0
1587408142.310402,2503,7.0
1587408171.429878,2513,10.0
1587408172.686297,2514,0.0
1587408178.991498,2516,6.0
1587408180.921167,2517,2.0
1587408185.21341,2519,3.0
1587408200.908735,2523,12.0
1587408203.736631,2525,1.0
1587408213.232158,2528,9.0
1587408220.961397,2530,4.0
1587408227.408219,2532,4.0
1587408234.790798,2534,8.0
1587408264.570078,2543,3.0
1587408273.093083,2547,3.0
1587408285.66904,2551,7.0
1587408290.555096,2553,3.0
1587408300.854835,2556,8.0
1587408317.6941,2559,15.0
1587408342.503445,2565,8.0
1587408345.037439,2566,4.0
1587408355.147209,2570,4.0
1587408363.046244,2573,4.0
1587408374.802656,2576,11.0
1587408382.564534,2578,10.0
1587408402.914233,2583,7.0
1587408415.229485,2587,3.0
1587408427.435388,2590,9.0
1587408429.54302,2591,2.0
1587408432.916693,2592,5.0
1587408436.401535,2593,6.0
1587408444.121416,2596,0.0
1587408455.36867,2600,5.0
1587408481.185673,2606,7.0
1587408486.449997,2607,11.0
1587408496.675604,2610,5.0
1587408532.154229,2618,14.0
1587408553.783958,2623,10.0
1587408566.860425,2626,5.0
1587408579.269599,2629,11.0
1587408582.940771,2630,7.0
1587408593.325197,2632,13.0
1587408604.353748,2635,4.0
1587408609.654746,2636,10.0
1587408617.017782,2638,4.0
1587408639.707734,2644,3.0
1587408650.631384,2647,2.0
1587408665.325579,2650,9.0
1587408668.677195,2651,6.0
1587408683.049973,2655,0.0
1587408711.268844,2661,8.0
1587408759.033925,2674,1.0
1587408777.215045,2678,3.0
1587408785.916655,2680,13.0
1587408809.656543,2685,6.0
1587408830.357712,2690,5.0
1587408848.1772,2694,4.0
1587408876.156292,2699,13.0
1587408889.123449,2703,2.0
1587408906.326759,2707,9.0
1587408921.248123,2710,10.0
1587408981.280893,2725,9.0
1587409025.76038,2735,15.0
1587409032.170975,2736,14.0
1587409035.570405,2737,6.0
1587409047.180488,2740,9.0
1587409076.607186,2746,5.0
1587409102.940099,2752,16.0
1587409107.284443,2753,8.0
1587409111.834462,2754,9.0
1587409115.584925,2755,6.0
1587409118.743801,2756,5.0
1587409123.832586,2757,11.0
1587409126.216525,2758,3.0
1587409160.730854,2766,6.0
1587409253.178002,2789,12.0
1587409257.669904,2790,10.0
1587409259.537057,2791,2.0
1587409293.538961,2798,12.0
1587409338.089464,2809,10.0
1587409347.383906,2811,6.0
1587409362.929866,2815,7.0
1587409395.193859,2823,2.0
1587409404.923569,2824,21.0
1587409414.733904,2827,3.0
1587409423.218567,2829,8.0
1587409429.285584,2830,14.0
1587409438.052281,2832,9.0
1587409520.619081,2851,7.0
1587409552.749114,2856,20.0
1587409565.52343,2859,12.0
1587409578.825042,2862,11.0
1587409624.782484,2871,21.0
1587409634.343675,2872,23.0
1587409664.634476,2878,6.0
1587409672.16039,2880,2.0
1587409677.275643,2881,10.0
1587409706.20572,2887,12.0
1587409718.668303,2890,10.0
1587409724.913378,2891,15.0
1587409752.288887,2896,4.0
1587409759.708505,2898,7.0
1587409768.271426,2900,6.0
1587409781.837757,2903,9.0
1587409784.889626,2904,5.0
1587409818.71997,2912,10.0
1587409847.044655,2917,11.0
1587409854.671282,2919,9.0
1587409861.954932,2920,17.0
1587409867.19785,2921,11.0
1587409886.084057,2925,6.0
1587409928.773981,2932,18.0
1587409975.714881,2942,12.0
1587410006.030206,2950,5.0
1587410100.380381,2967,13.0
1587410120.957874,2972,3.0
1587410126.598971,2974,2.0
1587410132.08176,2975,11.0
1587410146.417672,2978,11.0
1587410214.254815,2988,18.0
1587410258.847806,2994,17.0
1587410288.355727,2998,23.0
1587410318.1059,3003,8.0
1587410331.251203,3005,23.0
1587410338.579429,3007,5.0
1587410354.151563,3009,12.0
1587410365.435967,3011,12.0
1587410382.511486,3015,14.0
1587410386.630331,3016,8.0
1587410403.023043,3019,7.0
1587410408.944804,3020,13.0
1587410418.800316,3021,25.0
1587410433.900797,3025,10.0
1587410445.130943,3027,16.0
1587410460.925705,3030,9.0
1587410469.569263,3031,20.0
1587410476.653019,3033,10.0
1587410499.81433,3038,12.0
1587410509.889857,3040,13.0
1587410516.447854,3041,13.0
1587410519.682516,3042,6.0
1587410557.637952,3048,5.0
1587410572.013267,3050,21.0
1587410592.761961,3053,17.0
1587410656.022912,3062,25.0
1587410676.250609,3065,11.0
1587410687.797001,3067,15.0
1587410700.373421,3069,13.0
1587410711.130142,3071,13.0
1587410725.166779,3073,18.0
1587410785.292375,3082,17.0
1587410807.651957,3086,10.0
1587410824.861769,3088,17.0
1587410846.529875,3091,22.0
1587410901.755168,3099,14.0
1587410929.915347,3103,18.0
1587410952.176722,3107,18.0
1587410991.673697,3113,22.0
1587411030.87693,3120,11.0
1587411045.960462,3122,20.0
1587411075.805522,3127,9.0
1587411116.46823,3134,14.0
1587411136.621147,3137,20.0
1587411145.726854,3138,22.0
1587411174.904059,3143,10.0
1587411186.468655,3144,28.0
1587411193.727853,3145,16.0
1587411208.328804,3147,14.0
1587411236.965,3150,3.0
1587411277.747528,3155,11.0
1587411301.622155,3158,22.0
1587411312.886065,3159,28.0
1587411328.420072,3161,17.0
1587411373.540856,3167,12.0
1587411439.581504,3177,11.0
1587411484.488042,3184,13.0
1587411508.433287,3187,31.0
1587411516.497747,3188,20.0
1587411569.029465,3195,17.0
1587411577.101601,3196,18.0
1587411580.382027,3197,6.0
1587411586.902261,3198,16.0
1587411613.508864,3203,10.0
1587411640.164573,3206,20.0
1587411841.78886,3230,31.0
1587411873.782814,3233,30.0
1587411893.088206,3235,24.0
1587411939.793457,3240,12.0
1587411964.447377,3243,27.0
1587411971.846252,3244,18.0
1587411992.084949,3246,24.0
1587412003.48872,3247,31.0
1587412067.452566,3254,27.0
1587412083.164762,3256,11.0
1587412102.073764,3258,21.0
1587412193.641136,3267,30.0
1587412242.387822,3272,32.0
1587412250.963903,3273,24.0
1587412323.535946,3279,33.0
1587412340.738215,3281,21.0
1587412356.634171,3283,26.0
1587412380.22795,3285,33.0
1587412416.113444,3289,19.0
1587412449.030588,3292,27.0
1587412499.080399,3296,32.0
1587412594.90589,3305,40.0
1587412608.4793,3306,37.0
1587412620.812217,3307,34.0
1587412688.402328,3313,31.0
1587412772.397205,3321,28.0
1587412818.055278,3325,33.0
1587412838.803366,3327,36.0
1587412848.048245,3328,24.0
1587412859.886854,3329,33.0
1587412914.709562,3333,35.0
1587412963.130859,3338,22.0
1587413044.800251,3345,13.0
1587413088.208213,3349,32.0
1587413142.415212,3353,38.0
1587413154.111574,3354,32.0
1587413192.157636,3357,37.0
1587413238.307525,3361,27.0
1587413260.478112,3363,51.0
1587413332.767044,3369,24.0
1587413368.984514,3372,39.0
1587413395.067175,3374,40.0
1587413421.13336,3376,39.0
1587413442.560243,3378,26.0
1587413478.514629,3381,24.0
1587413501.695766,3383,29.0
1587413538.512889,3386,33.0
1587413579.498514,3390,36.0
1587413597.824057,3392,23.0
1587413669.887744,3398,36.0
1587413726.422676,3403,34.0
1587413740.456815,3404,38.0
1587413780.543953,3408,28.0
1587413854.333653,3415,22.0
1587413948.062522,3423,44.0
1587413976.238851,3426,26.0
1587414005.485245,3429,33.0
1587414015.759908,3430,27.0
1587414052.36953,3433,38.0
1587414116.69188,3438,34.0
1587414195.440395,3444,49.0
1587414205.274069,3445,24.0
1587414246.166983,3449,46.0
1587414270.975146,3451,39.0
1587414334.424778,3457,29.0
1587414343.690639,3458,26.0
1587414368.697946,3460,43.0
1587414424.017654,3464,38.0
1587414505.916861,3471,36.0
1587414562.358623,3477,25.0
1587414597.404297,3480,27.0
1587414667.637383,3486,30.0
1587414770.446807,3494,36.0
1587414806.280781,3497,33.0
1587414832.76779,3499,33.0
1587414845.147219,3500,40.0
1587414902.64532,3505,24.0
1587414914.821673,3506,35.0
1587414956.287913,3509,45.0
1587414973.370115,3511,26.0
1587414983.125694,3512,27.0
1587415001.195443,3514,24.0
1587415062.253327,3519,29.0
1587415180.328765,3529,29.0
1587415250.572695,3535,39.0
1587415266.370842,3537,12.0
1587415281.967429,3538,43.0
1587415332.33709,3542,36.0
1587415346.408673,3543,42.0
1587415393.583256,3547,20.0
1587415416.015949,3549,37.0
1587415485.405889,3555,42.0
1587415498.359548,3556,41.0
1587415539.310041,3559,45.0
1587415590.077364,3563,32.0
1587415725.954485,3575,36.0
1587415779.498596,3580,34.0
1587415791.55628,3581,37.0
1587415820.602463,3583,45.0
1587415854.439042,3587,30.0
1587415914.446823,3592,36.0
1587415931.409493,3593,47.0
1587415997.60924,3599,37.0
1587416012.592894,3600,43.0
1587416041.581813,3602,40.0
1587416189.371111,3614,37.0
