step,consistency,sensitivity,fitness
223,0.796842813491821,0.639265596866608,74.3416748046875
225,0.878654301166534,0.7486652135849,76.5335159301758
226,0.937732219696045,0.804331719875336,81.7556838989258
227,0.943870484828949,0.843798816204071,85.1333160400391
228,0.947506427764893,0.860465824604034,86.0154113769531
229,0.943353891372681,0.868332624435425,87.1001281738281
230,0.947471082210541,0.869065999984741,87.5554733276367
231,0.943305194377899,0.891732811927795,88.9192657470703
232,0.953785240650177,0.816598236560822,82.9399642944336
233,0.948869228363037,0.902266383171082,90.1228332519531
234,0.937493920326233,0.912132978439331,90.1196975708008
235,0.951115012168884,0.906333029270172,90.8483505249023
236,0.941604018211365,0.922933220863342,91.5437393188477
237,0.950280964374542,0.916799902915955,91.9280395507812
238,0.951071262359619,0.919266402721405,92.1291122436523
239,0.955249190330505,0.903599798679352,91.0068664550781
240,0.947776854038239,0.921866476535797,92.1854476928711
241,0.906859457492828,0.922399818897247,88.4196014404297
242,0.944953918457031,0.923133194446564,92.1668014526367
243,0.934869170188904,0.907733082771301,89.7676620483398
244,0.947698354721069,0.932600021362305,92.8493270874023
245,0.953535437583923,0.925066530704498,92.6974639892578
246,0.946903705596924,0.898333013057709,89.9900207519531
247,0.951090812683105,0.927799820899963,92.6173782348633
248,0.916266024112701,0.922666490077972,89.5641632080078
249,0.940970301628113,0.921599924564362,91.8942031860352
250,0.952151536941528,0.922799825668335,92.5697326660156
251,0.944154322147369,0.927866578102112,92.350715637207
252,0.928547441959381,0.930199980735779,90.9732437133789
253,0.938086330890656,0.916666507720947,90.758186340332
254,0.925317943096161,0.924666583538055,90.5261154174805
255,0.94619745016098,0.925733208656311,92.4313430786133
256,0.944475710391998,0.934466600418091,92.7122802734375
257,0.95018458366394,0.912799775600433,91.2430725097656
258,0.949290990829468,0.928733229637146,92.9641952514648
259,0.944236695766449,0.904666185379028,89.8520126342773
260,0.951479613780975,0.862265825271606,86.9296722412109
261,0.937295138835907,0.929733216762543,91.8227386474609
262,0.953431844711304,0.921933174133301,92.4425506591797
263,0.937359154224396,0.920266509056091,91.5407104492188
