Wall time,Step,Value
1593078540.742328,0,0.49956947565078735
1593078556.766605,40,0.4842061698436737
1593078572.4901,80,0.46415063738822937
1593078588.188605,120,0.445255845785141
1593078603.982931,160,0.4249345660209656
1593078619.960408,200,0.410662442445755
1593078635.760152,240,0.38848429918289185
1593078651.448193,280,0.367401123046875
1593078667.30996,320,0.35421228408813477
1593078683.033424,360,0.33089733123779297
1593078698.801536,400,0.33640655875205994
1593078714.508674,440,0.32574662566185
1593078730.171385,480,0.31081241369247437
1593078746.025856,520,0.2989005744457245
1593078761.745661,560,0.280775249004364
1593078777.543377,600,0.2718023657798767
1593078793.372163,640,0.260456919670105
1593078809.064809,680,0.2645304501056671
1593078824.84997,720,0.25259435176849365
1593078840.719513,760,0.2486371397972107
1593078856.486248,800,0.22561679780483246
1593078872.367996,840,0.22362399101257324
1593078888.106812,880,0.2138880342245102
1593078904.009166,920,0.20387600362300873
1593078919.948402,960,0.19702742993831635
1593078935.739937,1000,0.20676110684871674
1593078951.540977,1040,0.19018280506134033
1593078967.306184,1080,0.23367586731910706
1593078983.046079,1120,0.21353259682655334
1593078998.82241,1160,0.21924841403961182
1593079014.762697,1200,0.17756317555904388
1593079030.598748,1240,0.19274728000164032
1593079046.447154,1280,0.192081481218338
1593079062.272305,1320,0.18332011997699738
1593079078.157922,1360,0.20753268897533417
1593079093.926872,1400,0.17666320502758026
1593079109.757979,1440,0.16938643157482147
1593079125.610285,1480,0.1691778004169464
1593079141.474973,1520,0.18082311749458313
1593079157.246327,1560,0.1619216352701187
1593079173.135952,1600,0.1540551781654358
1593079188.997749,1640,0.19383279979228973
1593079205.014622,1680,0.18548691272735596
1593079221.059634,1720,0.18314087390899658
1593079236.914605,1760,0.13329139351844788
1593079252.78827,1800,0.14820733666419983
1593079268.568687,1840,0.13043996691703796
1593079284.42867,1880,0.13231638073921204
1593079300.193029,1920,0.14331494271755219
1593079315.933175,1960,0.12130128592252731
1593079331.686015,2000,0.12319454550743103
1593079347.444348,2040,0.14318768680095673
1593079363.221684,2080,0.12344300746917725
1593079379.247981,2120,0.10885840654373169
1593079394.923698,2160,0.13140296936035156
1593079410.626368,2200,0.17096355557441711
1593079426.350306,2240,0.12958306074142456
1593079442.21209,2280,0.13486593961715698
1593079458.233087,2320,0.1415717452764511
1593079474.065449,2360,0.12176649272441864
1593079489.817581,2400,0.13620173931121826
1593079505.858853,2440,0.1106351986527443
1593079521.806597,2480,0.13111470639705658
1593079537.45496,2520,0.14587661623954773
1593079553.326326,2560,0.1366155445575714
1593079569.141796,2600,0.1577875018119812
1593079584.804624,2640,0.1343875229358673
1593079600.524425,2680,0.13137288391590118
1593079616.196395,2720,0.133560448884964
1593079631.871119,2760,0.16028358042240143
1593079647.704403,2800,0.13988034427165985
1593079663.422783,2840,0.10979752987623215
1593079679.200625,2880,0.12063374370336533
1593079695.076877,2920,0.12025152891874313
1593079710.843284,2960,0.09875785559415817
1593079726.713301,3000,0.1156734973192215
1593079742.626441,3040,0.11838997155427933
