step,consistency,sensitivity,fitness
133,0.772916793823242,0.550332605838776,68.1860504150391
134,0.781576633453369,0.55033266544342,68.3642959594727
135,0.781732380390167,0.556732594966888,68.5881576538086
136,0.783387959003448,0.533399403095245,67.1986618041992
137,0.780811250209808,0.55993241071701,68.6814956665039
138,0.775061428546906,0.55639922618866,68.6390609741211
139,0.778712451457977,0.554799199104309,68.598876953125
140,0.771600008010864,0.552132606506348,68.4916534423828
141,0.771136283874512,0.567465782165527,69.3916778564453
142,0.763921976089478,0.566865921020508,69.3857421875
143,0.76805055141449,0.545466005802155,68.1192626953125
144,0.726143836975098,0.555399239063263,66.5301971435547
145,0.765845954418182,0.567865908145905,69.4794921875
146,0.773210823535919,0.570265829563141,69.7713470458984
147,0.770258665084839,0.580932319164276,69.8762664794922
148,0.779178619384766,0.552999198436737,68.2039031982422
149,0.775940775871277,0.577532410621643,70.2036361694336
150,0.774075329303741,0.58946567773819,70.7959518432617
151,0.777266442775726,0.582465767860413,70.5705490112305
152,0.77953577041626,0.599132299423218,71.4205856323242
153,0.779755890369415,0.532532751560211,67.1289749145508
154,0.767496943473816,0.574932515621185,70.0093841552734
155,0.773539960384369,0.593399047851562,71.1238632202148
156,0.767153322696686,0.600132465362549,71.4820251464844
157,0.78375381231308,0.538132607936859,67.3127975463867
158,0.773111999034882,0.590265691280365,70.931037902832
159,0.781402409076691,0.606465697288513,71.9959716796875
160,0.775446593761444,0.612532317638397,72.169059753418
161,0.777230083942413,0.617199003696442,72.5456771850586
162,0.786630392074585,0.54433262348175,68.0441513061523
163,0.773926377296448,0.617198944091797,72.7020645141602
164,0.784165740013123,0.620465636253357,73.044563293457
165,0.773069679737091,0.612132370471954,72.3478775024414
166,0.768583476543427,0.622865736484528,72.8264465332031
167,0.779298663139343,0.635199010372162,73.8926162719727
168,0.780945062637329,0.618399024009705,73.0279769897461
169,0.783526659011841,0.623798906803131,73.3023986816406
170,0.790973246097565,0.629998922348022,73.7659301757812
171,0.791055023670197,0.630732297897339,73.7330169677734
172,0.783049285411835,0.639465570449829,74.0646286010742
173,0.782797932624817,0.61646556854248,72.8414840698242
174,0.714671611785889,0.58866560459137,67.3908615112305
175,0.771926820278168,0.554932534694672,68.7034301757812
176,0.769261837005615,0.615799009799957,72.6361770629883
177,0.772250950336456,0.588732421398163,70.6741485595703
178,0.770441710948944,0.636865615844727,73.3885498046875
179,0.768822371959686,0.625399053096771,72.7798843383789
180,0.764228880405426,0.634665727615356,73.1466979980469
181,0.775353610515594,0.642732322216034,73.9079513549805
182,0.756865441799164,0.630865693092346,72.6697006225586
183,0.769156575202942,0.640132308006287,73.7071914672852
184,0.777467310428619,0.637265741825104,73.8401031494141
185,0.773894608020782,0.632799029350281,73.7447967529297
186,0.778428614139557,0.637132287025452,73.9410629272461
187,0.780995428562164,0.582865715026855,70.6287612915039
188,0.766844868659973,0.623932301998138,73.0284729003906
189,0.764233350753784,0.640599012374878,74.0268402099609
190,0.772544264793396,0.644265651702881,74.2882537841797
191,0.779468834400177,0.637998938560486,73.8780822753906
192,0.755480349063873,0.641199052333832,73.124153137207
193,0.771326541900635,0.635532319545746,74.0314865112305
194,0.778887331485748,0.634199142456055,74.1084365844727
195,0.783137023448944,0.642932295799255,74.5095367431641
196,0.782405853271484,0.64946573972702,74.9022216796875
197,0.784188568592072,0.657932341098785,75.5227279663086
198,0.785362720489502,0.640532314777374,74.4464721679688
199,0.769860148429871,0.624132335186005,73.0586624145508
200,0.769847452640533,0.623665630817413,73.3404846191406
201,0.763873219490051,0.642999053001404,74.1159286499023
202,0.768559396266937,0.664932250976562,75.3622894287109
203,0.780845940113068,0.643932282924652,74.4256820678711
204,0.75210827589035,0.54926586151123,66.2685928344727
205,0.770746350288391,0.639065742492676,74.2149963378906
206,0.774007022380829,0.650799036026001,74.3717041015625
207,0.774726152420044,0.63773238658905,73.9911499023438
208,0.763455390930176,0.630999088287354,72.8266906738281
209,0.780074000358582,0.611398994922638,72.4885177612305
210,0.765577435493469,0.578932464122772,70.0636367797852
211,0.78004777431488,0.642332315444946,74.2726287841797
212,0.776978492736816,0.643065690994263,74.1552429199219
213,0.770704627037048,0.633132338523865,73.8276748657227
214,0.776824235916138,0.644932270050049,74.4050979614258
215,0.786443293094635,0.598798990249634,71.5155715942383
216,0.780533313751221,0.58999902009964,71.0884094238281
217,0.769166648387909,0.629532396793365,73.5937957763672
218,0.756462454795837,0.633999049663544,72.8731536865234
219,0.770811498165131,0.629399001598358,73.433952331543
220,0.786632776260376,0.657532274723053,75.2669143676758
221,0.792532801628113,0.647732317447662,74.8319854736328
222,0.794763505458832,0.626465499401093,73.4359130859375
223,0.796842813491821,0.639265596866608,74.3416748046875
